Algorithm	Matrix type	Avg silhouette	k	Silhouette	Gene k	Gene silhouette	Gene sims	Protein sims	Cluster count	Gene cluster count	Used attributes
pam	jaccard	0.26594084936235235	2	0.32931953963698923	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :molecular_function]
pam	jaccard	0.18029111457386296	4	0.257962589754344	2	0.10261963939338192	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Developmental protein"", ""Differentiation"", ""mRNA transport"", ""SH3-binding"", ""Translation regulation"", ""Transport"", ""3D-structure"", ""Direct protein sequencing"", ""Membrane"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Transcriptional misregulation in cancer"", ""Lung"", ""MRNA splicing via spliceosome"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Cell differentiation"", ""MRNA transport"", ""Multicellular organismal development"", ""Regulation of translation"", ""Spliceosomal complex"", ""Ribonucleoprotein complex"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""Nucleoplasm"", ""Poly(A) binding"", ""Nucleic acid binding"", ""Zinc ion binding""]}"	"{1=>[""Metal-binding""], 2=>[""mRNA transport"", ""Transport"", ""3D-structure"", ""Brain"", ""MRNA transport"", ""Regulation of translation""], 3=>[""Leukocyte transendothelial migration"", ""Membrane"", ""GTPase activity""], 4=>[""Ribonucleoprotein"", ""Spliceosome"", ""Repressor"", ""Spliceosome"", ""Negative regulation of mRNA splicing via spliceosome""]}"	{1=>31, 2=>12, 3=>14, 4=>5}	{1=>16, 2=>5}	[:tissues, :pathways]
pam	binary	0.1965960167525298	2	0.15943546040958725	3	0.23375657309547235	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular"", ""Nucleic acid binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Acetylation"", ""Cytoplasm"", ""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""Repeat"", ""RNA-binding"", ""MRNA processing"", ""RNA splicing"", ""Nucleus"", ""Nucleotide binding"", ""RNA binding""]}"	{1=>41, 2=>21}	{1=>13, 2=>5, 3=>3}	[:tissues, :biological_process]
pam	jaccard	0.16428119405405092	2	0.1456565609307506	2	0.18290582717735124	"{1=>[""Direct protein sequencing"", ""Activator"", ""Transcriptional misregulation in cancer"", ""Stress granule assembly"", ""Perinuclear region of cytoplasm"", ""Zinc ion binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""3D-structure"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""MRNA splicing via spliceosome"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""MRNA splice site selection"", ""Spliceosomal complex"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Nucleoplasm"", ""Poly(A) binding"", ""GTPase activity""]}"	"{1=>[""Brain""], 2=>[""RNA-binding""]}"	{1=>17, 2=>45}	{1=>15, 2=>6}	[:tissues, :biological_process]
pam	binary	0.1883541503766765	2	0.15704726895745832	3	0.21966103179589466	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding"", ""Nucleotide binding""], 2=>[""Cytoplasm"", ""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding"", ""RNA splicing"", ""Cytoplasm"", ""Nucleus"", ""RNA binding""]}"	{1=>32, 2=>30}	{1=>14, 2=>5, 3=>2}	[:tissues, :cellular_component]
pam	jaccard	0.1495779789126669	6	0.164845020687388	2	0.13431093713794576	"{1=>[""3D-structure"", ""Direct protein sequencing"", ""Spliceosome"", ""Metal-binding"", ""DNA-binding"", ""Methylation"", ""Transcription"", ""Transcription regulation"", ""Nonsense-mediated mRNA decay"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Transcriptional misregulation in cancer"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Skin"", ""Ovarian carcinoma"", ""Lung"", ""Gene expression"", ""MRNA splicing via spliceosome"", ""RNA splicing via transesterification reactions"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Transcription DNA-templated"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""U12-type spliceosomal complex"", ""Cytosol"", ""Ribonucleoprotein complex"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""Intracellular membrane-bounded organelle"", ""Poly(A) RNA binding"", ""Metal ion binding"", ""Poly(A) binding"", ""Zinc ion binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Nucleic acid binding"", ""Iron-sulfur cluster binding"", ""MRNA 5'-UTR binding""], 2=>[""Membrane""]}"	"{1=>[""DNA-binding"", ""Metal-binding"", ""Cytosol"", ""Metal ion binding""], 2=>[""Small GTPase mediated signal transduction"", ""Actin cytoskeleton organization"", ""Intracellular"", ""Membrane"", ""GTPase activity""], 3=>[""Nucleic acid binding"", ""Zinc ion binding""], 4=>[""Brain""], 5=>[""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Direct protein sequencing"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Testis"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Spliceosomal complex"", ""Nucleoplasm"", ""MRNA binding"", ""Poly(A) binding""], 6=>[""Pituitary"", ""Regulation of transcription DNA-templated"", ""Nuclear speck""]}"	{1=>16, 2=>13, 3=>6, 4=>15, 5=>5, 6=>7}	{1=>10, 2=>11}	[:tissues, :cellular_component]
pam	binary	0.24413289947396555	2	0.28118995537303804	3	0.20707584357489303	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>26, 2=>36}	{1=>14, 2=>5, 3=>2}	[:tissues, :molecular_function]
pam	jaccard	0.22074433288166934	6	0.17693126115482394	2	0.26455740460851473	"{1=>[""3D-structure"", ""Acetylation"", ""Direct protein sequencing"", ""Phosphoprotein"", ""Spliceosome"", ""Cytoplasm"", ""Alternative splicing"", ""Methylation"", ""Transcriptional misregulation in cancer"", ""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""Cytoplasm"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Zinc ion binding""], 2=>[""Activator"", ""Small GTPase mediated signal transduction""]}"	"{1=>[""Intracellular""], 2=>[""Cell membrane"", ""Lipoprotein"", ""Prenylation"", ""Actin cytoskeleton organization"", ""GTPase activity""], 3=>[""Spliceosome""], 4=>[""Regulation of translation""], 5=>[""Spliceosome"", ""Testis"", ""Nucleic acid binding"", ""Zinc ion binding""], 6=>[""DNA-binding"", ""mRNA transport"", ""Transcription"", ""Transcription regulation"", ""Transport"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Direct protein sequencing"", ""Liver"", ""Embryonic fibroblast"", ""MRNA catabolic process"", ""MRNA transport"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""DNA recombination"", ""DNA repair"", ""Cytoplasmic stress granule"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""DNA binding""]}"	{1=>7, 2=>17, 3=>18, 4=>9, 5=>5, 6=>6}	{1=>18, 2=>3}	[:tissues, :molecular_function]
pam	jaccard	0.1906746286369415	5	0.16626678861589003	2	0.215082468657993	"{1=>[""GTP-binding"", ""Membrane"", ""Activator"", ""MRNA binding""], 2=>[""Ribonucleoprotein"", ""Viral nucleoprotein"", ""Virion"", ""Direct protein sequencing"", ""Methylation"", ""Spliceosome"", ""Transport"", ""3D-structure"", ""Spliceosome"", ""Transcriptional misregulation in cancer"", ""Ovary"", ""MRNA splicing via spliceosome"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Spliceosomal complex"", ""Viral nucleocapsid"", ""Nucleoplasm"", ""Ribonucleoprotein complex"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""Trans-Golgi network"", ""Cytosol"", ""SnRNA binding"", ""Zinc ion binding"", ""Nucleic acid binding""]}"	"{1=>[""Intracellular""], 2=>[""MRNA processing"", ""Nucleus""], 3=>[""Nucleic acid binding"", ""Zinc ion binding""], 4=>[""Alternative splicing"", ""Ribonucleoprotein"", ""Spliceosome"", ""Spliceosome"", ""Nucleoplasm"", ""Spliceosomal complex""], 5=>[""Cell membrane"", ""Cytoskeleton"", ""Lipoprotein"", ""Prenylation"", ""Ubl conjugation"", ""Direct protein sequencing"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Endocytosis"", ""Wnt signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Tight junction"", ""T cell receptor signaling pathway"", ""Leukocyte transendothelial migration"", ""Neurotrophin signaling pathway"", ""Regulation of actin cytoskeleton"", ""Pancreatic secretion"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Colorectal cancer"", ""Salmonella infection"", ""MAPK signaling pathway"", ""VEGF signaling pathway"", ""Natural killer cell mediated cytotoxicity"", ""B cell receptor signaling pathway"", ""Fc epsilon RI signaling pathway"", ""Fc gamma R-mediated phagocytosis"", ""Pancreatic cancer"", ""Viral myocarditis"", ""Non-alcoholic fatty liver disease (NAFLD)"", ""Renal cell carcinoma"", ""Actin cytoskeleton organization"", ""GTP catabolic process"", ""Positive regulation of actin filament polymerization"", ""Positive regulation of cytokinesis"", ""Positive regulation of neuron apoptotic process"", ""Regulation of cell migration"", ""Response to glucose"", ""Rac protein signal transduction"", ""Bone resorption"", ""Chemotaxis"", ""Regulation of respiratory burst"", ""Actin filament organization"", ""Positive regulation of DNA replication"", ""Positive regulation of phosphatidylinositol 3-kinase activity"", ""Cytosol"", ""Lamellipodium"", ""Midbody"", ""Ruffle membrane"", ""Golgi membrane"", ""GTPase activity""]}"	{1=>14, 2=>30, 3=>7, 4=>6, 5=>5}	{1=>14, 2=>7}	[:pathways, :biological_process]
pam	jaccard	0.23071555406777608	2	0.2563642703435357	2	0.20506683779201645	"{1=>[""Spliceosome"", ""MRNA splicing via spliceosome"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Cytosol"", ""Perinuclear region of cytoplasm"", ""Nuclear body""], 2=>[""Lung"", ""Membrane"", ""Intracellular""]}"	"{1=>[""Nucleus""], 2=>[""Acetylation"", ""mRNA processing"", ""mRNA splicing"", ""Spliceosome"", ""RNA splicing"", ""Spliceosomal complex"", ""Nucleotide binding""]}"	{1=>43, 2=>19}	{1=>16, 2=>5}	[:pathways, :cellular_component]
pam	jaccard	0.2081738628955326	2	0.20927188221617218	3	0.20707584357489303	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>26, 2=>36}	{1=>14, 2=>5, 3=>2}	[:pathways, :molecular_function]
pam	binary	0.2070022769858943	3	0.18230025142563736	2	0.23170430254615124	"{1=>[""3D-structure"", ""GTP-binding"", ""Membrane"", ""Activator""], 2=>[""Direct protein sequencing"", ""Methylation"", ""Spliceosome"", ""Nonsense-mediated mRNA decay"", ""Metal-binding"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Transcriptional misregulation in cancer"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Lung"", ""MRNA splicing via spliceosome"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Spliceosomal complex"", ""Nucleoplasm"", ""Ribonucleoprotein complex"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Intracellular membrane-bounded organelle"", ""Poly(A) binding"", ""Zinc ion binding"", ""Nucleic acid binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""Metal ion binding"", ""MRNA 5'-UTR binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Nucleotide binding""], 3=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding""]}"	{1=>28, 2=>5, 3=>29}	{1=>12, 2=>9}	[:biological_process, :cellular_component]
hclust	binary	0.1888830914457641	3	0.18850622858985305	3	0.1892599543016751	"{1=>[""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""Regulation of alternative mRNA splicing via spliceosome"", ""RNA transport"", ""Protein C-terminus binding""], 2=>[""Ribonucleoprotein"", ""Viral nucleoprotein"", ""Virion"", ""Developmental protein"", ""Differentiation"", ""mRNA transport"", ""SH3-binding"", ""Translation regulation"", ""Zinc"", ""Zinc-finger"", ""Cell membrane"", ""Isopeptide bond"", ""Lipoprotein"", ""Prenylation"", ""Ubl conjugation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Neurotrophin signaling pathway"", ""Regulation of actin cytoskeleton"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Ovary"", ""Skin"", ""Ovarian carcinoma"", ""Cell differentiation"", ""MRNA transport"", ""Multicellular organismal development"", ""Gene expression"", ""RNA splicing via transesterification reactions"", ""GTP catabolic process"", ""Negative regulation of transcription from RNA polymerase II promoter"", ""Positive regulation of transcription from RNA polymerase II promoter"", ""Viral nucleocapsid"", ""U12-type spliceosomal complex"", ""Intracellular membrane-bounded organelle"", ""SnRNA binding"", ""Poly(A) RNA binding"", ""Iron-sulfur cluster binding"", ""MRNA 5'-UTR binding"", ""GTPase activity""], 3=>[""Intracellular""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""], 3=>[""Nucleotide binding""]}"	{1=>21, 2=>36, 3=>5}	{1=>11, 2=>4, 3=>6}	[:biological_process, :cellular_component]
pam	jaccard	0.15209207027677613	5	0.18744985225237282	3	0.11673428830117945	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""DNA binding""], 2=>[""Methylation"", ""Spliceosome"", ""Transport"", ""Nonsense-mediated mRNA decay"", ""Metal-binding"", ""Zinc"", ""Zinc-finger"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Lung"", ""MRNA splicing via spliceosome"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""MRNA splice site selection"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Nucleoplasm"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Intracellular membrane-bounded organelle"", ""Poly(A) binding"", ""Nucleic acid binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Iron-sulfur cluster binding"", ""Metal ion binding"", ""MRNA 5'-UTR binding""], 3=>[""Small GTPase mediated signal transduction""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""Membrane"", ""Intracellular"", ""GTP binding""], 2=>[""Cytoplasmic stress granule"", ""Cytosol""], 3=>[""Zinc ion binding""], 4=>[""Alternative splicing"", ""MRNA processing""], 5=>[""Acetylation"", ""Methylation"", ""Spliceosome"", ""Spliceosome"", ""Nucleoplasm"", ""Spliceosomal complex""]}"	{1=>16, 2=>13, 3=>8, 4=>15, 5=>10}	{1=>10, 2=>7, 3=>4}	[:biological_process, :cellular_component]
hclust	jaccard	0.18859778847426617	3	0.1822884421544347	3	0.19490713479409766	"{1=>[""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""Regulation of alternative mRNA splicing via spliceosome"", ""RNA transport"", ""Protein C-terminus binding""], 2=>[""Ribonucleoprotein"", ""Viral nucleoprotein"", ""Virion"", ""Developmental protein"", ""Differentiation"", ""mRNA transport"", ""SH3-binding"", ""Translation regulation"", ""Zinc"", ""Zinc-finger"", ""Cell membrane"", ""Isopeptide bond"", ""Lipoprotein"", ""Prenylation"", ""Ubl conjugation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Neurotrophin signaling pathway"", ""Regulation of actin cytoskeleton"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Ovary"", ""Skin"", ""Ovarian carcinoma"", ""Cell differentiation"", ""MRNA transport"", ""Multicellular organismal development"", ""Gene expression"", ""RNA splicing via transesterification reactions"", ""GTP catabolic process"", ""Negative regulation of transcription from RNA polymerase II promoter"", ""Positive regulation of transcription from RNA polymerase II promoter"", ""Viral nucleocapsid"", ""U12-type spliceosomal complex"", ""Intracellular membrane-bounded organelle"", ""SnRNA binding"", ""Poly(A) RNA binding"", ""Iron-sulfur cluster binding"", ""MRNA 5'-UTR binding"", ""GTPase activity""], 3=>[""Intracellular""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""Nucleus"", ""RNA-binding""], 3=>[""Nucleotide binding""]}"	{1=>22, 2=>34, 3=>6}	{1=>11, 2=>4, 3=>6}	[:biological_process, :cellular_component]
pam	binary	0.18913082248468338	2	0.17569948588165127	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:biological_process, :molecular_function]
